time,open,high,low,close,volume
2014-12-31 09:47:00+00:00,173.008343585,173.03332193,172.991691355,172.991691355,145850.0
2014-12-31 09:48:00+00:00,172.991691355,173.008343585,172.95006078,172.958386895,244692.0
2014-12-31 09:49:00+00:00,172.96671301,172.991691355,172.95006078,172.96671301,119777.0
2014-12-31 09:50:00+00:00,172.96671301,172.98336524,172.941734665,172.96671301,158188.0
2014-12-31 09:51:00+00:00,172.96671301,172.96671301,172.95006078,172.96671301,77067.0
2014-12-31 09:52:00+00:00,172.96671301,173.0166697,172.96671301,173.008343585,177343.0
2014-12-31 09:53:00+00:00,173.0166697,173.041648045,173.008343585,173.0166697,430627.0
2014-12-31 09:54:00+00:00,173.0166697,173.024995815,173.00001747,173.024995815,99619.0
2014-12-31 09:55:00+00:00,173.024995815,173.04997416,173.008343585,173.03332193,105902.0
2014-12-31 09:56:00+00:00,173.041648045,173.08327862,173.03332193,173.06662639,281979.0
2014-12-31 09:57:00+00:00,173.074952505,173.074952505,173.024995815,173.041648045,124601.0
2014-12-31 09:58:00+00:00,173.03332193,173.041648045,173.008343585,173.0166697,106706.0
2014-12-31 09:59:00+00:00,173.0166697,173.024995815,173.008343585,173.0166697,41694.0
2014-12-31 10:00:00+00:00,173.024995815,173.041648045,173.0166697,173.0166697,74156.0
2015-01-02 09:00:00+00:00,171.88431806,171.892644175,171.875991945,171.875991945,7153.0
2015-01-02 09:01:00+00:00,171.88431806,171.88431806,171.83436137,171.842687485,14653.0
2015-01-02 09:02:00+00:00,171.842687485,171.8510136,171.83436137,171.83436137,6729.0
2015-01-02 09:03:00+00:00,171.8510136,171.859339715,171.8510136,171.859339715,7863.0
2015-01-02 09:04:00+00:00,171.8510136,171.8510136,171.83436137,171.83436137,11738.0
2015-01-02 09:05:00+00:00,171.8510136,171.859339715,171.842687485,171.8510136,9129.0
2015-01-02 09:06:00+00:00,171.86766583,171.892644175,171.86766583,171.892644175,26052.0
2015-01-02 09:07:00+00:00,171.892644175,171.95092698,171.875991945,171.95092698,46077.0
2015-01-02 09:08:00+00:00,171.95092698,171.98423144,171.942600865,171.959253095,38686.0
2015-01-02 09:09:00+00:00,171.96757921,171.992557555,171.96757921,171.96757921,32411.0
2015-01-02 09:10:00+00:00,171.975905325,172.00088367,171.975905325,171.98423144,43120.0
2015-01-02 09:11:00+00:00,171.992557555,172.009209785,171.98423144,172.009209785,11333.0
2015-01-02 09:12:00+00:00,172.009209785,172.025862015,172.009209785,172.025862015,53327.0
2015-01-02 09:13:00+00:00,172.03418813,172.075818705,172.025862015,172.03418813,63019.0
2015-01-02 09:14:00+00:00,172.042514245,172.059166475,172.03418813,172.059166475,10616.0
2015-01-02 09:15:00+00:00,172.059166475,172.06749259,172.042514245,172.042514245,17889.0
2015-01-02 09:16:00+00:00,172.059166475,172.059166475,172.025862015,172.03418813,3846.0
2015-01-02 09:17:00+00:00,172.025862015,172.03418813,172.0175359,172.025862015,5082.0
2015-01-02 09:18:00+00:00,172.025862015,172.05084036,172.025862015,172.03418813,17506.0
2015-01-02 09:19:00+00:00,172.042514245,172.06749259,172.03418813,172.059166475,30506.0
2015-01-02 09:20:00+00:00,172.06749259,172.06749259,172.009209785,172.009209785,9969.0
2015-01-02 09:21:00+00:00,172.00088367,172.009209785,171.959253095,171.959253095,665217.0
2015-01-02 09:22:00+00:00,171.96757921,171.96757921,171.892644175,171.892644175,33025.0
2015-01-02 09:23:00+00:00,171.90097029,171.93427475,171.875991945,171.909296405,63829.0
2015-01-02 09:24:00+00:00,171.90097029,171.909296405,171.875991945,171.88431806,11477.0
2015-01-02 09:25:00+00:00,171.90097029,171.909296405,171.892644175,171.892644175,93615.0
2015-01-02 09:26:00+00:00,171.88431806,171.909296405,171.875991945,171.909296405,40526.0
2015-01-02 09:27:00+00:00,171.91762252,171.959253095,171.909296405,171.942600865,99927.0
2015-01-02 09:28:00+00:00,171.93427475,171.942600865,171.93427475,171.93427475,13130.0
2015-01-02 09:29:00+00:00,171.93427475,171.942600865,171.859339715,171.88431806,48079.0
2015-01-02 09:30:00+00:00,171.88431806,171.90097029,171.826035255,171.826035255,294185.0
2015-01-02 09:31:00+00:00,171.8510136,171.892644175,171.76775245,171.842687485,1399063.0
2015-01-02 09:32:00+00:00,171.842687485,171.892644175,171.759426335,171.875991945,539944.0
2015-01-02 09:33:00+00:00,171.88431806,172.08414482,171.88431806,172.06749259,869395.0
2015-01-02 09:34:00+00:00,172.075818705,172.15075374,172.0175359,172.13410151,770691.0
2015-01-02 09:35:00+00:00,172.13410151,172.142427625,172.025862015,172.025862015,378874.0
2015-01-02 09:36:00+00:00,172.025862015,172.159079855,172.0175359,172.125775395,672419.0
2015-01-02 09:37:00+00:00,172.125775395,172.159079855,172.11744928,172.15075374,615608.0
2015-01-02 09:38:00+00:00,172.15075374,172.192384315,172.11744928,172.175732085,414240.0
2015-01-02 09:39:00+00:00,172.175732085,172.21736266,172.142427625,172.209036545,462122.0
2015-01-02 09:40:00+00:00,172.21736266,172.25066712,172.192384315,172.21736266,583314.0
2015-01-02 09:41:00+00:00,172.21736266,172.25066712,172.209036545,172.242341005,354296.0
2015-01-02 09:42:00+00:00,172.242341005,172.25066712,172.175732085,172.20071043,381733.0
2015-01-02 09:43:00+00:00,172.20071043,172.242341005,172.20071043,172.23401489,375603.0
2015-01-02 09:44:00+00:00,172.23401489,172.23401489,172.16740597,172.175732085,213185.0
2015-01-02 09:45:00+00:00,172.175732085,172.175732085,172.11744928,172.125775395,303474.0
2015-01-02 09:46:00+00:00,172.11744928,172.13410151,171.975905325,172.06749259,2009958.0
2015-01-02 09:47:00+00:00,172.06749259,172.125775395,172.059166475,172.11744928,455882.0
2015-01-02 09:48:00+00:00,172.125775395,172.142427625,172.00088367,172.0175359,400796.0
2015-01-02 09:49:00+00:00,172.025862015,172.025862015,171.91762252,171.98423144,615506.0
2015-01-02 09:50:00+00:00,171.975905325,172.00088367,171.942600865,171.992557555,293780.0
2015-01-02 09:51:00+00:00,171.98423144,171.992557555,171.942600865,171.98423144,256569.0
2015-01-02 09:52:00+00:00,171.98423144,172.059166475,171.975905325,172.00088367,256362.0
2015-01-02 09:53:00+00:00,172.009209785,172.042514245,171.975905325,172.025862015,218739.0
2015-01-02 09:54:00+00:00,172.0175359,172.05084036,171.942600865,171.96757921,333994.0
2015-01-02 09:55:00+00:00,171.959253095,171.959253095,171.83436137,171.86766583,892761.0
2015-01-02 09:56:00+00:00,171.875991945,171.88431806,171.81770914,171.86766583,513759.0
2015-01-02 09:57:00+00:00,171.875991945,171.925948635,171.86766583,171.909296405,422988.0
2015-01-02 09:58:00+00:00,171.909296405,171.992557555,171.90097029,171.98423144,487489.0
2015-01-02 09:59:00+00:00,171.98423144,171.98423144,171.909296405,171.909296405,203854.0
2015-01-02 10:00:00+00:00,171.909296405,171.93427475,171.90097029,171.93427475,183048.0
2015-01-05 09:00:00+00:00,169.76948485,169.852746,169.76948485,169.852746,9668.0
2015-01-05 09:01:00+00:00,169.852746,169.86939823,169.83609377,169.844419885,17658.0
2015-01-05 09:02:00+00:00,169.83609377,169.852746,169.83609377,169.83609377,19277.0
2015-01-05 09:03:00+00:00,169.844419885,169.894376575,169.844419885,169.86939823,82180.0
2015-01-05 09:04:00+00:00,169.852746,169.894376575,169.844419885,169.86939823,43855.0
2015-01-05 09:05:00+00:00,169.877724345,169.91935492,169.877724345,169.911028805,44330.0
2015-01-05 09:06:00+00:00,169.90270269,169.90270269,169.894376575,169.894376575,86285.0
2015-01-05 09:07:00+00:00,169.894376575,169.911028805,169.894376575,169.90270269,17475.0
2015-01-05 09:08:00+00:00,169.894376575,169.91935492,169.877724345,169.911028805,48398.0
2015-01-05 09:09:00+00:00,169.90270269,169.90270269,169.827767655,169.844419885,28851.0
2015-01-05 09:10:00+00:00,169.83609377,169.90270269,169.827767655,169.877724345,18258.0
2015-01-05 09:11:00+00:00,169.88605046,169.927681035,169.877724345,169.90270269,12167.0
2015-01-05 09:12:00+00:00,169.90270269,169.90270269,169.844419885,169.894376575,101422.0
2015-01-05 09:13:00+00:00,169.90270269,169.911028805,169.88605046,169.88605046,13306.0
2015-01-05 09:14:00+00:00,169.88605046,169.91935492,169.88605046,169.91935492,11183.0
2015-01-05 09:15:00+00:00,169.91935492,169.96931161,169.91935492,169.960985495,32707.0
2015-01-05 09:16:00+00:00,169.960985495,169.98596384,169.960985495,169.96931161,17127.0
2015-01-05 09:17:00+00:00,169.96931161,169.96931161,169.95265938,169.960985495,7569.0
2015-01-05 09:18:00+00:00,169.960985495,170.00261607,169.93600715,169.994289955,68331.0
2015-01-05 09:19:00+00:00,170.00261607,170.0192683,169.994289955,170.010942185,9772.0
2015-01-05 09:20:00+00:00,170.010942185,170.03592053,169.994289955,170.027594415,9623.0
2015-01-05 09:21:00+00:00,170.0192683,170.03592053,170.010942185,170.027594415,59848.0
2015-01-05 09:22:00+00:00,170.027594415,170.03592053,170.00261607,170.010942185,117392.0
2015-01-05 09:23:00+00:00,170.00261607,170.00261607,169.977637725,169.994289955,28467.0
2015-01-05 09:24:00+00:00,169.994289955,169.994289955,169.98596384,169.994289955,10764.0
2015-01-05 09:25:00+00:00,169.98596384,170.00261607,169.98596384,169.98596384,4108.0
2015-01-05 09:26:00+00:00,169.994289955,170.010942185,169.994289955,170.00261607,5740.0
2015-01-05 09:27:00+00:00,170.00261607,170.027594415,169.994289955,170.010942185,18396.0
2015-01-05 09:28:00+00:00,170.010942185,170.010942185,169.977637725,169.98596384,17600.0
2015-01-05 09:29:00+00:00,169.98596384,169.994289955,169.944333265,169.960985495,56325.0
2015-01-05 09:30:00+00:00,169.95265938,170.010942185,169.91935492,170.010942185,113124.0
2015-01-05 09:31:00+00:00,170.0192683,170.160812255,169.994289955,170.06922499,1444936.0
2015-01-05 09:32:00+00:00,170.077551105,170.10252945,169.95265938,169.960985495,991470.0
2015-01-05 09:33:00+00:00,169.960985495,170.03592053,169.944333265,170.00261607,612604.0
2015-01-05 09:34:00+00:00,170.00261607,170.03592053,169.944333265,169.994289955,580858.0
2015-01-05 09:35:00+00:00,170.00261607,170.13583391,170.00261607,170.094203335,729627.0
2015-01-05 09:36:00+00:00,170.094203335,170.110855565,170.05257276,170.060898875,423560.0
2015-01-05 09:37:00+00:00,170.06922499,170.08587722,169.927681035,169.95265938,520783.0
2015-01-05 09:38:00+00:00,169.95265938,169.960985495,169.744506505,169.75283262,1248980.0
2015-01-05 09:39:00+00:00,169.75283262,169.861072115,169.73618039,169.80278931,683017.0
2015-01-05 09:40:00+00:00,169.80278931,169.80278931,169.627940895,169.644593125,922493.0
2015-01-05 09:41:00+00:00,169.644593125,169.66957147,169.594636435,169.63626701,791959.0
2015-01-05 09:42:00+00:00,169.627940895,169.627940895,169.55300586,169.611288665,526398.0
2015-01-05 09:43:00+00:00,169.611288665,169.627940895,169.528027515,169.561331975,514905.0
2015-01-05 09:44:00+00:00,169.561331975,169.761158735,169.561331975,169.71952816,534079.0
2015-01-05 09:45:00+00:00,169.711202045,169.844419885,169.694549815,169.844419885,555762.0
2015-01-05 09:46:00+00:00,169.83609377,169.852746,169.70287593,169.73618039,428702.0
2015-01-05 09:47:00+00:00,169.73618039,169.75283262,169.644593125,169.661245355,374381.0
2015-01-05 09:48:00+00:00,169.661245355,169.70287593,169.511375285,169.53635363,635629.0
2015-01-05 09:49:00+00:00,169.53635363,169.594636435,169.461418595,169.561331975,783140.0
2015-01-05 09:50:00+00:00,169.577984205,169.577984205,169.494723055,169.5197014,360011.0
2015-01-05 09:51:00+00:00,169.5197014,169.528027515,169.38648356,169.40313579,470227.0
2015-01-05 09:52:00+00:00,169.411461905,169.41978802,169.33652687,169.378157445,567937.0
2015-01-05 09:53:00+00:00,169.378157445,169.394809675,169.33652687,169.33652687,487422.0
2015-01-05 09:54:00+00:00,169.328200755,169.41978802,169.30322241,169.361505215,626760.0
2015-01-05 09:55:00+00:00,169.361505215,169.378157445,169.161678455,169.194982915,707278.0
2015-01-05 09:56:00+00:00,169.194982915,169.228287375,169.111721765,169.12004788,776996.0
2015-01-05 09:57:00+00:00,169.12004788,169.25326572,169.095069535,169.21996126,465566.0
2015-01-05 09:58:00+00:00,169.228287375,169.261591835,169.1866568,169.211635145,549493.0
2015-01-05 09:59:00+00:00,169.211635145,169.261591835,169.178330685,169.261591835,302215.0
2015-01-05 10:00:00+00:00,169.261591835,169.261591835,169.10339565,169.128373995,443055.0
2015-01-06 09:00:00+00:00,168.162544655,168.162544655,168.079283505,168.079283505,10149.0
2015-01-06 09:01:00+00:00,168.079283505,168.20417523,168.079283505,168.162544655,28032.0
2015-01-06 09:02:00+00:00,168.162544655,168.179196885,168.112587965,168.13756631,22870.0
2015-01-06 09:03:00+00:00,168.12091408,168.179196885,168.112587965,168.179196885,7754.0
2015-01-06 09:04:00+00:00,168.162544655,168.179196885,168.15421854,168.15421854,4704.0
2015-01-06 09:05:00+00:00,168.15421854,168.15421854,168.15421854,168.15421854,12971.0
2015-01-06 09:06:00+00:00,168.15421854,168.262458035,168.15421854,168.245805805,71554.0
2015-01-06 09:07:00+00:00,168.23747969,168.25413192,168.20417523,168.20417523,13776.0
2015-01-06 09:08:00+00:00,168.212501345,168.229153575,168.20417523,168.22082746,6005.0
2015-01-06 09:09:00+00:00,168.229153575,168.30408861,168.229153575,168.27078415,73672.0
2015-01-06 09:10:00+00:00,168.27078415,168.329066955,168.27078415,168.27078415,22284.0
2015-01-06 09:11:00+00:00,168.27078415,168.27078415,168.23747969,168.27078415,13440.0
2015-01-06 09:12:00+00:00,168.25413192,168.28743638,168.25413192,168.279110265,18916.0
2015-01-06 09:13:00+00:00,168.27078415,168.27078415,168.262458035,168.262458035,6504.0
2015-01-06 09:14:00+00:00,168.262458035,168.279110265,168.23747969,168.262458035,27125.0
2015-01-06 09:15:00+00:00,168.262458035,168.262458035,168.22082746,168.22082746,16706.0
2015-01-06 09:16:00+00:00,168.212501345,168.22082746,168.187523,168.212501345,11722.0
2015-01-06 09:17:00+00:00,168.212501345,168.245805805,168.187523,168.23747969,170614.0
2015-01-06 09:18:00+00:00,168.22082746,168.245805805,168.17087077,168.245805805,133121.0
2015-01-06 09:19:00+00:00,168.245805805,168.295762495,168.22082746,168.27078415,15553.0
2015-01-06 09:20:00+00:00,168.25413192,168.28743638,168.25413192,168.279110265,14292.0
2015-01-06 09:21:00+00:00,168.279110265,168.279110265,168.187523,168.195849115,44816.0
2015-01-06 09:22:00+00:00,168.195849115,168.229153575,168.195849115,168.22082746,6567.0
2015-01-06 09:23:00+00:00,168.23747969,168.25413192,168.212501345,168.25413192,613806.0
2015-01-06 09:24:00+00:00,168.245805805,168.279110265,168.245805805,168.279110265,14841.0
2015-01-06 09:25:00+00:00,168.27078415,168.295762495,168.262458035,168.262458035,25457.0
2015-01-06 09:26:00+00:00,168.27078415,168.295762495,168.25413192,168.295762495,19100.0
2015-01-06 09:27:00+00:00,168.295762495,168.30408861,168.262458035,168.27078415,31789.0
2015-01-06 09:28:00+00:00,168.262458035,168.28743638,168.25413192,168.27078415,19577.0
2015-01-06 09:29:00+00:00,168.279110265,168.30408861,168.27078415,168.28743638,17575.0
2015-01-06 09:30:00+00:00,168.28743638,168.32074084,168.27078415,168.28743638,245515.0
2015-01-06 09:31:00+00:00,168.295762495,168.40400199,168.179196885,168.245805805,1397766.0
2015-01-06 09:32:00+00:00,168.245805805,168.25413192,168.095935735,168.095935735,608554.0
2015-01-06 09:33:00+00:00,168.10426185,168.179196885,168.05430516,168.145892425,660302.0
2015-01-06 09:34:00+00:00,168.13756631,168.23747969,168.05430516,168.22082746,869658.0
2015-01-06 09:35:00+00:00,168.212501345,168.379023645,168.212501345,168.345719185,679444.0
2015-01-06 09:36:00+00:00,168.3540453,168.395675875,168.295762495,168.395675875,679462.0
2015-01-06 09:37:00+00:00,168.38734976,168.47061091,168.37069753,168.47061091,612742.0
2015-01-06 09:38:00+00:00,168.462284795,168.512241485,168.395675875,168.40400199,620250.0
2015-01-06 09:39:00+00:00,168.38734976,168.38734976,168.23747969,168.30408861,733630.0
2015-01-06 09:40:00+00:00,168.312414725,168.312414725,168.129240195,168.13756631,750754.0
2015-01-06 09:41:00+00:00,168.129240195,168.187523,168.012674585,168.095935735,647298.0
2015-01-06 09:42:00+00:00,168.095935735,168.12091408,168.029326815,168.03765293,402694.0
2015-01-06 09:43:00+00:00,168.029326815,168.187523,168.029326815,168.05430516,517695.0
2015-01-06 09:44:00+00:00,168.05430516,168.13756631,167.962717895,167.962717895,633010.0
2015-01-06 09:45:00+00:00,167.95439178,168.17087077,167.95439178,168.12091408,422393.0
2015-01-06 09:46:00+00:00,168.112587965,168.195849115,168.05430516,168.187523,611012.0
2015-01-06 09:47:00+00:00,168.195849115,168.195849115,168.095935735,168.179196885,268085.0
2015-01-06 09:48:00+00:00,168.17087077,168.279110265,168.145892425,168.195849115,393070.0
2015-01-06 09:49:00+00:00,168.195849115,168.22082746,168.12091408,168.12091408,394776.0
2015-01-06 09:50:00+00:00,168.12091408,168.362371415,168.12091408,168.3540453,530715.0
2015-01-06 09:51:00+00:00,168.362371415,168.362371415,168.23747969,168.295762495,328405.0
2015-01-06 09:52:00+00:00,168.30408861,168.329066955,168.27078415,168.30408861,353268.0
2015-01-06 09:53:00+00:00,168.30408861,168.42065422,168.295762495,168.38734976,423666.0
2015-01-06 09:54:00+00:00,168.38734976,168.43730645,168.345719185,168.43730645,439600.0
2015-01-06 09:55:00+00:00,168.428980335,168.428980335,168.379023645,168.395675875,186544.0
2015-01-06 09:56:00+00:00,168.395675875,168.412328105,168.32074084,168.395675875,427538.0
2015-01-06 09:57:00+00:00,168.40400199,168.462284795,168.40400199,168.462284795,314073.0
2015-01-06 09:58:00+00:00,168.462284795,168.462284795,168.312414725,168.32074084,479254.0
2015-01-06 09:59:00+00:00,168.312414725,168.33739307,168.187523,168.23747969,447607.0
2015-01-06 10:00:00+00:00,168.245805805,168.245805805,168.162544655,168.212501345,578607.0
2015-01-07 09:00:00+00:00,167.679629985,167.6879561,167.65465164,167.679629985,6361.0
2015-01-07 09:01:00+00:00,167.662977755,167.696282215,167.65465164,167.6879561,52467.0
2015-01-07 09:02:00+00:00,167.696282215,167.77121725,167.6879561,167.762891135,18922.0
2015-01-07 09:03:00+00:00,167.762891135,167.80452171,167.75456502,167.80452171,305667.0
2015-01-07 09:04:00+00:00,167.80452171,167.82117394,167.73791279,167.779543365,108000.0
2015-01-07 09:05:00+00:00,167.77121725,167.78786948,167.762891135,167.78786948,13293.0
2015-01-07 09:06:00+00:00,167.78786948,167.796195595,167.77121725,167.77121725,49214.0
2015-01-07 09:07:00+00:00,167.762891135,167.762891135,167.72126056,167.729586675,42882.0
2015-01-07 09:08:00+00:00,167.729586675,167.746238905,167.70460833,167.746238905,59355.0
2015-01-07 09:09:00+00:00,167.73791279,167.77121725,167.729586675,167.746238905,939514.0
2015-01-07 09:10:00+00:00,167.73791279,167.75456502,167.6879561,167.746238905,71721.0
2015-01-07 09:11:00+00:00,167.75456502,167.75456502,167.72126056,167.73791279,11801.0
2015-01-07 09:12:00+00:00,167.72126056,167.729586675,167.70460833,167.70460833,58821.0
2015-01-07 09:13:00+00:00,167.72126056,167.762891135,167.696282215,167.762891135,22892.0
2015-01-07 09:14:00+00:00,167.762891135,167.77121725,167.75456502,167.75456502,49619.0
2015-01-07 09:15:00+00:00,167.77121725,167.779543365,167.77121725,167.77121725,32337.0
2015-01-07 09:16:00+00:00,167.779543365,167.812847825,167.77121725,167.812847825,24201.0
2015-01-07 09:17:00+00:00,167.812847825,167.829500055,167.812847825,167.82117394,57812.0
2015-01-07 09:18:00+00:00,167.829500055,167.829500055,167.80452171,167.812847825,13966.0
2015-01-07 09:19:00+00:00,167.812847825,167.82117394,167.80452171,167.80452171,3848.0
2015-01-07 09:20:00+00:00,167.812847825,167.82117394,167.80452171,167.82117394,106328.0
2015-01-07 09:21:00+00:00,167.812847825,167.812847825,167.796195595,167.80452171,102480.0
2015-01-07 09:22:00+00:00,167.80452171,167.80452171,167.78786948,167.78786948,65741.0
2015-01-07 09:23:00+00:00,167.779543365,167.812847825,167.779543365,167.80452171,25168.0
2015-01-07 09:24:00+00:00,167.812847825,167.846152285,167.812847825,167.829500055,20568.0
2015-01-07 09:25:00+00:00,167.82117394,167.829500055,167.812847825,167.812847825,43213.0
2015-01-07 09:26:00+00:00,167.82117394,167.83782617,167.812847825,167.829500055,188583.0
2015-01-07 09:27:00+00:00,167.83782617,167.83782617,167.80452171,167.812847825,122322.0
2015-01-07 09:28:00+00:00,167.796195595,167.80452171,167.746238905,167.746238905,43251.0
2015-01-07 09:29:00+00:00,167.75456502,167.779543365,167.746238905,167.762891135,35443.0
2015-01-07 09:30:00+00:00,167.762891135,167.762891135,167.6879561,167.70460833,213940.0
2015-01-07 09:31:00+00:00,167.73791279,167.796195595,167.70460833,167.77121725,1217014.0
2015-01-07 09:32:00+00:00,167.779543365,167.8544784,167.62134718,167.629673295,661735.0
2015-01-07 09:33:00+00:00,167.62134718,167.662977755,167.563064375,167.60469495,586048.0
2015-01-07 09:34:00+00:00,167.60469495,167.646325525,167.479803225,167.496455455,528529.0
2015-01-07 09:35:00+00:00,167.50478157,167.67130387,167.496455455,167.646325525,639786.0
2015-01-07 09:36:00+00:00,167.65465164,167.779543365,167.60469495,167.73791279,678955.0
2015-01-07 09:37:00+00:00,167.746238905,167.896108975,167.729586675,167.862804515,645359.0
2015-01-07 09:38:00+00:00,167.862804515,167.962717895,167.796195595,167.962717895,972341.0
2015-01-07 09:39:00+00:00,167.962717895,167.979370125,167.896108975,167.92108732,533608.0
2015-01-07 09:40:00+00:00,167.912761205,167.92108732,167.73791279,167.746238905,527433.0
2015-01-07 09:41:00+00:00,167.73791279,167.80452171,167.712934445,167.75456502,432543.0
2015-01-07 09:42:00+00:00,167.77121725,167.78786948,167.662977755,167.696282215,531912.0
2015-01-07 09:43:00+00:00,167.70460833,167.8544784,167.696282215,167.83782617,510523.0
2015-01-07 09:44:00+00:00,167.846152285,167.896108975,167.80452171,167.812847825,601964.0
2015-01-07 09:45:00+00:00,167.82117394,167.95439178,167.82117394,167.95439178,1458731.0
2015-01-07 09:46:00+00:00,167.95439178,167.97104401,167.829500055,167.829500055,948637.0
2015-01-07 09:47:00+00:00,167.83782617,167.83782617,167.75456502,167.75456502,620263.0
2015-01-07 09:48:00+00:00,167.75456502,167.80452171,167.72126056,167.796195595,567407.0
2015-01-07 09:49:00+00:00,167.796195595,167.92108732,167.78786948,167.90443509,1060038.0
2015-01-07 09:50:00+00:00,167.896108975,167.95439178,167.8544784,167.879456745,416087.0
2015-01-07 09:51:00+00:00,167.90443509,167.98769624,167.829500055,167.97104401,293131.0
2015-01-07 09:52:00+00:00,167.97104401,168.10426185,167.962717895,168.10426185,712373.0
2015-01-07 09:53:00+00:00,168.095935735,168.12091408,168.03765293,168.07095739,606701.0
2015-01-07 09:54:00+00:00,168.07095739,168.15421854,168.07095739,168.129240195,529058.0
2015-01-07 09:55:00+00:00,168.12091408,168.145892425,168.08760962,168.08760962,597743.0
2015-01-07 09:56:00+00:00,168.095935735,168.10426185,168.00434847,168.062631275,376816.0
2015-01-07 09:57:00+00:00,168.062631275,168.079283505,168.00434847,168.045979045,515250.0
2015-01-07 09:58:00+00:00,168.029326815,168.08760962,168.029326815,168.079283505,269981.0
2015-01-07 09:59:00+00:00,168.08760962,168.13756631,168.079283505,168.12091408,254361.0
